key,enValue,enValid,frValue,frValid
caption.coords.description,Configuration for mouse/crosshairs co-ords,1,,0
caption.coords.formatter.title,Formatter,1,,0
caption.coords.formatter.description,ID of the initial mouse point formatter,1,,0
caption.coords.formatter.latLongDms,Latitude Longitude Degrees Minutes Seconds,1,,0
caption.coords.formatter.latLongDd,Latitude Longitude Decimal Degrees,1,,0
caption.coords.formatter.latLongDdm,Latitude Longitude Degrees Decimal Minutes,1,,0
caption.coords.formatter.webMercator,Web Mercator,1,,0
caption.coords.formatter.canadaAtlasLambert,Canada Atlas Lambert,1,,0
caption.coords.formatter.utm,Universal Transverse Mercator,1,,0
caption.coords.formatter.basemap,Active Basemap,1,,0
caption.coords.disabled.title,Disabled,1,,0
caption.coords.disabled.description,Specifies if map coordinates are disabled,1,,0
caption.scaleBar.title,Scale Bar,1,,0
caption.scaleBar.description,Configuration for scale bar,1,,0
caption.scaleBar.imperialScale.title,Imperial Scale,1,,0
caption.scaleBar.imperialScale.description,Specifies if the scale bar should use imperial scale units,1,,0
caption.scaleBar.disabled.title,Disabled,1,,0
caption.scaleBar.disabled.description,Specifies if the scale bar is disabled,1,,0
caption.langToggle.title,Language Toggle,1,,0
caption.langToggle.description,Configuration for language toggle,1,,0
caption.langToggle.disabled.title,Disabled,1,,0
caption.langToggle.disabled.description,Whether to disable language toggle within RAMP,1,,0
